energy,s031,s032,s033,s034,mean
2.507200000000000273e+03,8.923936000000000091e-01,8.749324000000000545e-01,9.982218999999999953e-01,9.498315000000000508e-01,9.288448500000000552e-01
2.507449999999999818e+03,9.029755999999999894e-01,8.520067999999999531e-01,9.074434999999999585e-01,8.984423999999999744e-01,8.902170749999999133e-01
2.507710000000000036e+03,8.283458999999999683e-01,8.067389999999999839e-01,9.039120999999999961e-01,8.605093000000000325e-01,8.498765749999999120e-01
2.507969999999999800e+03,9.333411999999999820e-01,8.159895999999999816e-01,7.529852999999999685e-01,9.017471999999999710e-01,8.510158249999999480e-01
2.508220000000000255e+03,8.078528000000000375e-01,8.583557000000000548e-01,7.592923000000000311e-01,8.672716000000000314e-01,8.231931000000000109e-01
2.508480000000000018e+03,9.908869000000000149e-01,7.478643000000000374e-01,9.276493000000000100e-01,8.108908999999999700e-01,8.693228499999999803e-01
2.508739999999999782e+03,9.088606000000000185e-01,9.652408000000000099e-01,8.440216999999999858e-01,8.750413999999999692e-01,8.982911250000000791e-01
2.508989999999999782e+03,8.583720999999999712e-01,9.193365999999999483e-01,9.326269000000000364e-01,9.131348000000000242e-01,9.058675999999998840e-01
2.509250000000000000e+03,8.427381000000000455e-01,9.171091999999999578e-01,8.714022000000000157e-01,9.145925999999999778e-01,8.864605249999999437e-01
2.509510000000000218e+03,8.898637999999999826e-01,8.564844000000000346e-01,9.229593999999999854e-01,9.752321999999999935e-01,9.111349499999998880e-01
2.509760000000000218e+03,8.543228999999999962e-01,8.014736000000000082e-01,7.558032000000000084e-01,9.944353999999999694e-01,8.515087749999999955e-01
2.510019999999999982e+03,8.505975000000000064e-01,8.632423999999999653e-01,1.012963000000000058e+00,8.024493999999999794e-01,8.823130750000000022e-01
2.510279999999999745e+03,8.625911000000000550e-01,8.877135000000000442e-01,1.017141000000000073e+00,7.853681000000000134e-01,8.882034250000000464e-01
2.510530000000000200e+03,7.742246999999999879e-01,7.078240999999999561e-01,8.004540999999999462e-01,9.454658000000000229e-01,8.069921749999999783e-01
