energy,s025,s026,s027,mean
2.497039999999999964e+03,1.123833000000000082e+00,1.203178000000000081e+00,1.184163000000000077e+00,1.170391333333333561e+00
2.497289999999999964e+03,1.150369999999999893e+00,1.307312999999999947e+00,1.167351000000000028e+00,1.208344666666666622e+00
2.497539999999999964e+03,1.158361999999999892e+00,1.158570000000000100e+00,1.234920999999999935e+00,1.183950999999999976e+00
2.497789999999999964e+03,1.320772000000000057e+00,1.238266000000000089e+00,1.272459000000000007e+00,1.277165666666666644e+00
2.498050000000000182e+03,1.302796000000000065e+00,1.236842999999999915e+00,1.106298999999999921e+00,1.215312666666666708e+00
2.498300000000000182e+03,1.276488000000000067e+00,1.251360999999999946e+00,1.168914000000000009e+00,1.232254333333333340e+00
2.498549999999999727e+03,1.181767000000000012e+00,1.238132000000000010e+00,1.197634000000000087e+00,1.205844333333333296e+00
2.498800000000000182e+03,1.073239000000000054e+00,1.175205999999999973e+00,1.256337000000000037e+00,1.168260666666666836e+00
2.499059999999999945e+03,1.282661000000000051e+00,1.250013000000000041e+00,1.298597999999999919e+00,1.277090666666666818e+00
2.499309999999999945e+03,1.117771000000000070e+00,1.274653000000000036e+00,1.220820000000000016e+00,1.204414666666666633e+00
2.499559999999999945e+03,1.159758000000000067e+00,1.173405999999999949e+00,1.277708999999999984e+00,1.203624333333333185e+00
2.499820000000000164e+03,1.171653000000000056e+00,1.112362999999999991e+00,1.062302999999999997e+00,1.115439666666666829e+00
2.500070000000000164e+03,1.244356999999999935e+00,1.349768999999999997e+00,1.220777000000000001e+00,1.271634333333333311e+00
2.500319999999999709e+03,1.387054999999999927e+00,1.238475999999999910e+00,1.030680999999999958e+00,1.218737333333333117e+00
2.500579999999999927e+03,1.171432999999999947e+00,1.074854999999999894e+00,1.189750000000000085e+00,1.145345999999999975e+00
2.500829999999999927e+03,1.198622000000000076e+00,1.114246999999999987e+00,1.241293999999999897e+00,1.184720999999999913e+00
2.501079999999999927e+03,1.122924000000000033e+00,1.267468999999999957e+00,1.063633000000000051e+00,1.151341999999999866e+00
2.501339999999999691e+03,1.279474000000000000e+00,1.078848000000000029e+00,1.224965000000000082e+00,1.194429000000000185e+00
2.501590000000000146e+03,1.141367999999999938e+00,1.065603000000000078e+00,1.124295000000000044e+00,1.110422000000000020e+00
2.501849999999999909e+03,1.164938999999999947e+00,1.238601000000000063e+00,1.206684000000000090e+00,1.203408000000000033e+00
2.502099999999999909e+03,1.022065999999999919e+00,1.055824000000000096e+00,1.106670999999999960e+00,1.061520333333333399e+00
2.502349999999999909e+03,9.853051000000000448e-01,1.141129999999999978e+00,1.031932999999999989e+00,1.052789366666666782e+00
